id	af	s	gen	h	1000_rep0_dom.hs_segr.txt
198762	6	-0.0808139	9973	0.3	1000_rep0_dom.hs_segr.txt
198788	6	-0.0049564	9974	0.3	1000_rep0_dom.hs_segr.txt
198500	7	-0.0945231	9959	0.3	1000_rep0_dom.hs_segr.txt
199243	1	-0.0221054	9996	0.3	1000_rep0_dom.hs_segr.txt
197306	6	-0.0131644	9900	0.3	1000_rep0_dom.hs_segr.txt
197049	6	-0.0143491	9887	0.3	1000_rep0_dom.hs_segr.txt
197584	7	-0.00604153	9914	0.3	1000_rep0_dom.hs_segr.txt
197579	7	-0.000718745	9913	0.3	1000_rep0_dom.hs_segr.txt
199067	2	-0.027564	9988	0.3	1000_rep0_dom.hs_segr.txt
196548	6	-0.031341	9863	0.3	1000_rep0_dom.hs_segr.txt
198970	6	-0.0293884	9983	0.3	1000_rep0_dom.hs_segr.txt
198030	13	-0.0261006	9935	0.3	1000_rep0_dom.hs_segr.txt
189762	24	-0.00637079	9527	0.3	1000_rep0_dom.hs_segr.txt
197645	9	-0.0174972	9916	0.3	1000_rep0_dom.hs_segr.txt
192983	18	-0.0246607	9685	0.3	1000_rep0_dom.hs_segr.txt
198791	4	-0.00384526	9974	0.3	1000_rep0_dom.hs_segr.txt
198211	9	-0.013301	9945	0.3	1000_rep0_dom.hs_segr.txt
199052	1	-0.179614	9988	0.3	1000_rep0_dom.hs_segr.txt
199026	3	-0.00918886	9986	0.3	1000_rep0_dom.hs_segr.txt
199005	2	-0.000560056	9985	0.3	1000_rep0_dom.hs_segr.txt
194977	11	-0.00632072	9785	0.3	1000_rep0_dom.hs_segr.txt
198720	2	-0.0112669	9971	0.3	1000_rep0_dom.hs_segr.txt
198566	11	-0.0190655	9963	0.3	1000_rep0_dom.hs_segr.txt
199299	1	-0.0839583	10000	0.3	1000_rep0_dom.hs_segr.txt
199181	3	-0.0347342	9994	0.3	1000_rep0_dom.hs_segr.txt
199220	6	-0.0521567	9995	0.3	1000_rep0_dom.hs_segr.txt
196722	61	-0.00177026	9871	0.3	1000_rep0_dom.hs_segr.txt
199167	1	-0.0150788	9993	0.3	1000_rep0_dom.hs_segr.txt
198792	4	-0.00354451	9974	0.3	1000_rep0_dom.hs_segr.txt
189698	6	-0.00769762	9524	0.3	1000_rep0_dom.hs_segr.txt
197920	7	-0.063732	9929	0.3	1000_rep0_dom.hs_segr.txt
198251	4	-0.0251306	9947	0.3	1000_rep0_dom.hs_segr.txt
198743	3	-0.0895658	9972	0.3	1000_rep0_dom.hs_segr.txt
196468	21	-0.000288587	9860	0.3	1000_rep0_dom.hs_segr.txt
199292	1	-0.0775101	9999	0.3	1000_rep0_dom.hs_segr.txt
199130	5	-0.158849	9991	0.3	1000_rep0_dom.hs_segr.txt
198942	4	-0.0375026	9982	0.3	1000_rep0_dom.hs_segr.txt
197123	22	-0.00484103	9891	0.3	1000_rep0_dom.hs_segr.txt
199305	1	-0.0103093	10000	0.3	1000_rep0_dom.hs_segr.txt
199175	1	-0.0959374	9993	0.3	1000_rep0_dom.hs_segr.txt
192223	66	-0.0122695	9649	0.3	1000_rep0_dom.hs_segr.txt
198813	2	-0.00280306	9975	0.3	1000_rep0_dom.hs_segr.txt
189381	34	-0.03732	9509	0.3	1000_rep0_dom.hs_segr.txt
199283	1	-0.00353197	9999	0.3	1000_rep0_dom.hs_segr.txt
199277	2	-0.0267272	9998	0.3	1000_rep0_dom.hs_segr.txt
199079	4	-0.152545	9989	0.3	1000_rep0_dom.hs_segr.txt
198973	3	-0.00226333	9983	0.3	1000_rep0_dom.hs_segr.txt
198969	7	-0.00293597	9983	0.3	1000_rep0_dom.hs_segr.txt
199197	1	-0.0263352	9994	0.3	1000_rep0_dom.hs_segr.txt
199003	1	-0.0532473	9984	0.3	1000_rep0_dom.hs_segr.txt
199253	1	-0.0213781	9997	0.3	1000_rep0_dom.hs_segr.txt
199075	6	-0.0197114	9989	0.3	1000_rep0_dom.hs_segr.txt
199023	1	-0.025854	9986	0.3	1000_rep0_dom.hs_segr.txt
199145	6	-0.0331149	9992	0.3	1000_rep0_dom.hs_segr.txt
195999	19	-0.00108059	9836	0.3	1000_rep0_dom.hs_segr.txt
199036	10	-0.0071823	9987	0.3	1000_rep0_dom.hs_segr.txt
198851	3	-0.00124987	9977	0.3	1000_rep0_dom.hs_segr.txt
199109	1	-0.0321651	9990	0.3	1000_rep0_dom.hs_segr.txt
198138	6	-0.0229326	9941	0.3	1000_rep0_dom.hs_segr.txt
199301	1	-0.153659	10000	0.3	1000_rep0_dom.hs_segr.txt
198730	10	-0.0288878	9971	0.3	1000_rep0_dom.hs_segr.txt
197994	10	-0.104649	9933	0.3	1000_rep0_dom.hs_segr.txt
199110	3	-0.0600717	9990	0.3	1000_rep0_dom.hs_segr.txt
198945	2	-0.00182728	9982	0.3	1000_rep0_dom.hs_segr.txt
199262	2	-0.172472	9998	0.3	1000_rep0_dom.hs_segr.txt
199120	1	-0.00691798	9991	0.3	1000_rep0_dom.hs_segr.txt
199239	2	-0.0662344	9996	0.3	1000_rep0_dom.hs_segr.txt
199034	2	-0.000321808	9987	0.3	1000_rep0_dom.hs_segr.txt
197036	76	-0.0107745	9886	0.3	1000_rep0_dom.hs_segr.txt
199303	1	-0.0578062	10000	0.3	1000_rep0_dom.hs_segr.txt
199179	2	-0.0139047	9994	0.3	1000_rep0_dom.hs_segr.txt
199053	1	-0.115879	9988	0.3	1000_rep0_dom.hs_segr.txt
199302	1	-0.0835461	10000	0.3	1000_rep0_dom.hs_segr.txt
197833	3	-0.0701449	9925	0.3	1000_rep0_dom.hs_segr.txt
197094	69	-0.011589	9889	0.3	1000_rep0_dom.hs_segr.txt
199186	1	-0.0326408	9994	0.3	1000_rep0_dom.hs_segr.txt
198726	37	-0.0731525	9971	0.3	1000_rep0_dom.hs_segr.txt
198948	2	-0.0193463	9982	0.3	1000_rep0_dom.hs_segr.txt
198393	2	-0.0266513	9954	0.3	1000_rep0_dom.hs_segr.txt
199234	1	-0.00238345	9996	0.3	1000_rep0_dom.hs_segr.txt
198615	2	-0.0668133	9965	0.3	1000_rep0_dom.hs_segr.txt
199127	5	-0.00562311	9991	0.3	1000_rep0_dom.hs_segr.txt
199229	1	-0.0282383	9996	0.3	1000_rep0_dom.hs_segr.txt
199059	4	-0.00904206	9988	0.3	1000_rep0_dom.hs_segr.txt
199271	1	-0.0112434	9998	0.3	1000_rep0_dom.hs_segr.txt
198965	4	-0.00255126	9983	0.3	1000_rep0_dom.hs_segr.txt
199270	2	-0.0660956	9998	0.3	1000_rep0_dom.hs_segr.txt
198415	2	-0.00314598	9955	0.3	1000_rep0_dom.hs_segr.txt
198637	4	-0.0537966	9966	0.3	1000_rep0_dom.hs_segr.txt
199300	1	-0.135274	10000	0.3	1000_rep0_dom.hs_segr.txt
199235	1	-0.00828896	9996	0.3	1000_rep0_dom.hs_segr.txt
199306	1	-0.0253928	10000	0.3	1000_rep0_dom.hs_segr.txt
199282	1	-0.0265601	9999	0.3	1000_rep0_dom.hs_segr.txt
199236	1	-0.0230368	9996	0.3	1000_rep0_dom.hs_segr.txt
196494	57	-0.00639695	9861	0.3	1000_rep0_dom.hs_segr.txt
197811	20	-0.00630272	9924	0.3	1000_rep0_dom.hs_segr.txt
197124	1	-0.137824	9891	0.3	1000_rep0_dom.hs_segr.txt
198888	9	-0.021327	9979	0.3	1000_rep0_dom.hs_segr.txt
199272	1	-0.0670815	9998	0.3	1000_rep0_dom.hs_segr.txt
196476	46	-0.00606892	9860	0.3	1000_rep0_dom.hs_segr.txt
198955	2	-0.0298008	9982	0.3	1000_rep0_dom.hs_segr.txt
199182	3	-0.00109516	9994	0.3	1000_rep0_dom.hs_segr.txt
198728	4	-0.0157776	9971	0.3	1000_rep0_dom.hs_segr.txt
199280	1	-0.0720436	9998	0.3	1000_rep0_dom.hs_segr.txt
199304	1	-0.0152084	10000	0.3	1000_rep0_dom.hs_segr.txt
199094	8	-0.0217845	9990	0.3	1000_rep0_dom.hs_segr.txt
198833	1	-0.077928	9976	0.3	1000_rep0_dom.hs_segr.txt
198266	9	-0.0120951	9948	0.3	1000_rep0_dom.hs_segr.txt
199255	1	-0.0174633	9997	0.3	1000_rep0_dom.hs_segr.txt
197474	1	-0.00802447	9908	0.3	1000_rep0_dom.hs_segr.txt
199247	3	-0.0216804	9997	0.3	1000_rep0_dom.hs_segr.txt
199171	1	-3.89086e-05	9993	0.3	1000_rep0_dom.hs_segr.txt
195997	64	-0.00588313	9836	0.3	1000_rep0_dom.hs_segr.txt
199257	4	-0.0235365	9997	0.3	1000_rep0_dom.hs_segr.txt
198019	23	-0.018749	9935	0.3	1000_rep0_dom.hs_segr.txt
198303	1	-0.0491017	9950	0.3	1000_rep0_dom.hs_segr.txt
198929	7	-0.00305035	9981	0.3	1000_rep0_dom.hs_segr.txt
199298	1	-0.0134072	10000	0.3	1000_rep0_dom.hs_segr.txt
198504	23	-0.00630848	9960	0.3	1000_rep0_dom.hs_segr.txt
199233	2	-0.0156309	9996	0.3	1000_rep0_dom.hs_segr.txt
197213	1	-0.0467561	9895	0.3	1000_rep0_dom.hs_segr.txt
197781	1	-0.0663731	9923	0.3	1000_rep0_dom.hs_segr.txt
199183	4	-0.0080474	9994	0.3	1000_rep0_dom.hs_segr.txt
199064	1	-0.0220509	9988	0.3	1000_rep0_dom.hs_segr.txt
195497	63	-0.00668785	9812	0.3	1000_rep0_dom.hs_segr.txt
198924	2	-0.0310053	9980	0.3	1000_rep0_dom.hs_segr.txt
id	af	s	gen	h	1001_rep0_dom.hs_segr.txt
197808	24	-0.0236973	9932	0.0194364	1001_rep0_dom.hs_segr.txt
199006	6	-0.0303281	9993	0.449306	1001_rep0_dom.hs_segr.txt
199108	2	-0.106975	9998	0.281763	1001_rep0_dom.hs_segr.txt
198795	6	-0.0318892	9983	0.239715	1001_rep0_dom.hs_segr.txt
199099	1	-0.00686122	9997	0.0588812	1001_rep0_dom.hs_segr.txt
198955	1	-0.0489822	9991	0.456926	1001_rep0_dom.hs_segr.txt
198497	1	-0.0011996	9967	0.220945	1001_rep0_dom.hs_segr.txt
197643	5	-0.0069491	9923	0.33723	1001_rep0_dom.hs_segr.txt
199047	1	-0.0224235	9995	0.286671	1001_rep0_dom.hs_segr.txt
197914	4	-0.0523776	9937	0.111987	1001_rep0_dom.hs_segr.txt
198790	11	-0.0098716	9983	0.364889	1001_rep0_dom.hs_segr.txt
199092	1	-0.0992789	9997	0.254193	1001_rep0_dom.hs_segr.txt
199101	2	-0.034798	9998	0.467395	1001_rep0_dom.hs_segr.txt
198223	4	-0.0596846	9953	0.456432	1001_rep0_dom.hs_segr.txt
198721	8	-0.00852217	9979	0.355661	1001_rep0_dom.hs_segr.txt
198745	3	-0.0577882	9981	0.0562544	1001_rep0_dom.hs_segr.txt
195650	7	-0.0337315	9823	0.329958	1001_rep0_dom.hs_segr.txt
196639	50	-0.030066	9874	0.396888	1001_rep0_dom.hs_segr.txt
199160	1	-0.0110665	10000	0.189119	1001_rep0_dom.hs_segr.txt
198478	4	-0.0616665	9966	0.457971	1001_rep0_dom.hs_segr.txt
196743	7	-0.0624374	9879	0.0641217	1001_rep0_dom.hs_segr.txt
198645	8	-0.0441661	9975	0.298914	1001_rep0_dom.hs_segr.txt
199049	1	-0.00482398	9995	0.45456	1001_rep0_dom.hs_segr.txt
199162	1	-0.00305093	10000	0.386097	1001_rep0_dom.hs_segr.txt
196082	93	-0.00119269	9846	0.47349	1001_rep0_dom.hs_segr.txt
198796	4	-0.119952	9983	0.209347	1001_rep0_dom.hs_segr.txt
198971	10	-0.00892188	9991	0.166541	1001_rep0_dom.hs_segr.txt
198940	2	-0.0342577	9990	0.141291	1001_rep0_dom.hs_segr.txt
199121	1	-0.0204169	9998	0.40439	1001_rep0_dom.hs_segr.txt
199161	1	-0.021492	10000	0.364112	1001_rep0_dom.hs_segr.txt
199163	1	-0.104992	10000	0.367971	1001_rep0_dom.hs_segr.txt
198313	4	-0.00745515	9957	0.186503	1001_rep0_dom.hs_segr.txt
198898	2	-0.12718	9988	0.417725	1001_rep0_dom.hs_segr.txt
197762	8	-0.0572439	9930	0.118452	1001_rep0_dom.hs_segr.txt
198967	4	-0.0125557	9991	0.0597372	1001_rep0_dom.hs_segr.txt
198982	1	-0.0479471	9992	0.228023	1001_rep0_dom.hs_segr.txt
198587	8	-0.00850817	9971	0.438545	1001_rep0_dom.hs_segr.txt
197135	39	-0.0456014	9899	0.245839	1001_rep0_dom.hs_segr.txt
198983	1	-0.0653648	9992	0.291696	1001_rep0_dom.hs_segr.txt
196205	38	-0.00489241	9853	0.101536	1001_rep0_dom.hs_segr.txt
198224	7	-0.025603	9953	0.0343915	1001_rep0_dom.hs_segr.txt
198187	23	-0.13258	9951	0.219195	1001_rep0_dom.hs_segr.txt
198199	4	-0.0973876	9951	0.209411	1001_rep0_dom.hs_segr.txt
188707	43	-0.0148221	9466	0.160174	1001_rep0_dom.hs_segr.txt
198321	3	-0.0683006	9958	0.0363491	1001_rep0_dom.hs_segr.txt
191709	43	-0.0519087	9619	0.130278	1001_rep0_dom.hs_segr.txt
196343	39	-0.112842	9860	0.0721608	1001_rep0_dom.hs_segr.txt
198910	1	-0.0228884	9989	0.428168	1001_rep0_dom.hs_segr.txt
199150	2	-0.0346249	9999	0.0314755	1001_rep0_dom.hs_segr.txt
199152	1	-0.0139852	9999	0.0645677	1001_rep0_dom.hs_segr.txt
199021	4	-0.0123521	9994	0.0124702	1001_rep0_dom.hs_segr.txt
198852	1	-0.00119911	9986	0.253171	1001_rep0_dom.hs_segr.txt
199024	1	-0.0230374	9994	0.258489	1001_rep0_dom.hs_segr.txt
199153	1	-0.00999068	10000	0.0453473	1001_rep0_dom.hs_segr.txt
198130	5	-0.00887956	9948	0.112303	1001_rep0_dom.hs_segr.txt
198267	10	-0.0500793	9955	0.0153389	1001_rep0_dom.hs_segr.txt
198389	11	-0.0360984	9961	0.17263	1001_rep0_dom.hs_segr.txt
199074	2	-0.00219132	9996	0.134236	1001_rep0_dom.hs_segr.txt
199115	4	-0.0262677	9998	0.257927	1001_rep0_dom.hs_segr.txt
197343	39	-0.0343289	9909	0.113051	1001_rep0_dom.hs_segr.txt
198607	1	-0.0129574	9972	0.0177239	1001_rep0_dom.hs_segr.txt
199128	1	-0.0414892	9998	0.155843	1001_rep0_dom.hs_segr.txt
199087	2	-0.106553	9997	0.472617	1001_rep0_dom.hs_segr.txt
198702	21	-0.0797471	9978	0.260088	1001_rep0_dom.hs_segr.txt
190800	21	-0.0171524	9574	0.00221077	1001_rep0_dom.hs_segr.txt
195791	7	-0.000698682	9832	0.385294	1001_rep0_dom.hs_segr.txt
196367	3	-0.00607712	9861	0.187572	1001_rep0_dom.hs_segr.txt
199132	1	-0.0439452	9999	0.361972	1001_rep0_dom.hs_segr.txt
198915	2	-0.0218482	9989	0.494839	1001_rep0_dom.hs_segr.txt
198726	4	-0.00268674	9980	0.201343	1001_rep0_dom.hs_segr.txt
198977	1	-0.0196134	9992	0.0510715	1001_rep0_dom.hs_segr.txt
199044	2	-0.00122504	9995	0.11971	1001_rep0_dom.hs_segr.txt
198673	6	-0.0025727	9977	0.00741239	1001_rep0_dom.hs_segr.txt
198169	25	-0.0947689	9950	0.00937863	1001_rep0_dom.hs_segr.txt
199154	1	-0.0747183	10000	0.174881	1001_rep0_dom.hs_segr.txt
198873	2	-0.00226439	9987	0.048179	1001_rep0_dom.hs_segr.txt
194416	24	-0.0121633	9760	0.171492	1001_rep0_dom.hs_segr.txt
199089	1	-0.00395842	9997	0.125459	1001_rep0_dom.hs_segr.txt
199088	2	-0.0169182	9997	0.00903877	1001_rep0_dom.hs_segr.txt
196812	1	-0.030134	9882	0.284452	1001_rep0_dom.hs_segr.txt
199131	1	-0.0337846	9999	0.319329	1001_rep0_dom.hs_segr.txt
197054	1	-0.01655	9895	0.0954727	1001_rep0_dom.hs_segr.txt
191242	1	-0.0103165	9596	0.135763	1001_rep0_dom.hs_segr.txt
198375	5	-0.0306359	9960	0.0203922	1001_rep0_dom.hs_segr.txt
199144	1	-0.016053	9999	0.458845	1001_rep0_dom.hs_segr.txt
199007	4	-0.0113331	9993	0.194643	1001_rep0_dom.hs_segr.txt
199037	4	-0.00744553	9995	0.40937	1001_rep0_dom.hs_segr.txt
199109	2	-0.0331948	9998	0.377274	1001_rep0_dom.hs_segr.txt
199081	2	-0.0778159	9997	0.382962	1001_rep0_dom.hs_segr.txt
197962	1	-0.082951	9940	0.0856666	1001_rep0_dom.hs_segr.txt
198639	6	-0.0135648	9975	0.208259	1001_rep0_dom.hs_segr.txt
199042	1	-0.00136847	9995	0.408175	1001_rep0_dom.hs_segr.txt
199051	1	-0.0338732	9995	0.265547	1001_rep0_dom.hs_segr.txt
199019	3	-0.0624899	9994	0.498661	1001_rep0_dom.hs_segr.txt
197627	26	-0.0201798	9923	0.299605	1001_rep0_dom.hs_segr.txt
198979	5	-0.0137984	9992	0.339679	1001_rep0_dom.hs_segr.txt
199157	1	-0.0285829	10000	0.109802	1001_rep0_dom.hs_segr.txt
199045	2	-0.0183526	9995	0.294527	1001_rep0_dom.hs_segr.txt
199017	6	-0.0672931	9994	0.457182	1001_rep0_dom.hs_segr.txt
198496	4	-0.00445031	9967	0.152597	1001_rep0_dom.hs_segr.txt
199090	1	-0.184694	9997	0.286749	1001_rep0_dom.hs_segr.txt
199119	2	-0.000621541	9998	0.195493	1001_rep0_dom.hs_segr.txt
198273	6	-0.00567478	9955	0.249306	1001_rep0_dom.hs_segr.txt
199159	1	-0.0908814	10000	0.117142	1001_rep0_dom.hs_segr.txt
199156	1	-0.0365029	10000	0.317366	1001_rep0_dom.hs_segr.txt
198693	2	-0.0600329	9978	0.0284708	1001_rep0_dom.hs_segr.txt
199155	1	-0.0326277	10000	0.350225	1001_rep0_dom.hs_segr.txt
199082	1	-0.0304096	9997	0.0291647	1001_rep0_dom.hs_segr.txt
199070	1	-0.00591258	9996	0.463073	1001_rep0_dom.hs_segr.txt
198962	2	-0.0742807	9991	0.286272	1001_rep0_dom.hs_segr.txt
198161	5	-0.00309335	9950	0.152734	1001_rep0_dom.hs_segr.txt
199091	1	-0.125087	9997	0.404184	1001_rep0_dom.hs_segr.txt
198651	10	-0.00126243	9976	0.472866	1001_rep0_dom.hs_segr.txt
198890	3	-0.0221883	9988	0.482101	1001_rep0_dom.hs_segr.txt
199060	3	-0.00799472	9996	0.457996	1001_rep0_dom.hs_segr.txt
198850	1	-0.00875151	9986	0.145112	1001_rep0_dom.hs_segr.txt
198746	3	-0.0130684	9981	0.0297172	1001_rep0_dom.hs_segr.txt
197678	24	-0.0578115	9925	0.344745	1001_rep0_dom.hs_segr.txt
198172	2	-0.134259	9950	0.0493701	1001_rep0_dom.hs_segr.txt
198006	7	-0.0903244	9942	0.386018	1001_rep0_dom.hs_segr.txt
196148	75	-0.017194	9849	0.165897	1001_rep0_dom.hs_segr.txt
198435	1	-0.0738935	9963	0.1392	1001_rep0_dom.hs_segr.txt
198594	15	-0.0388721	9972	0.00674847	1001_rep0_dom.hs_segr.txt
199059	1	-0.0678834	9996	0.390776	1001_rep0_dom.hs_segr.txt
198213	7	-0.068349	9952	0.142753	1001_rep0_dom.hs_segr.txt
198703	2	-0.0061407	9978	0.373562	1001_rep0_dom.hs_segr.txt
198113	9	-0.00620363	9947	0.203587	1001_rep0_dom.hs_segr.txt
198091	8	-0.0548568	9947	0.437929	1001_rep0_dom.hs_segr.txt
197841	8	-0.220965	9933	0.0729156	1001_rep0_dom.hs_segr.txt
199136	1	-0.0298192	9999	0.196784	1001_rep0_dom.hs_segr.txt
199143	1	-0.00283322	9999	0.389819	1001_rep0_dom.hs_segr.txt
198660	11	-0.0675801	9976	0.349072	1001_rep0_dom.hs_segr.txt
198785	3	-0.00114905	9983	0.0419427	1001_rep0_dom.hs_segr.txt
199027	1	-0.0651818	9994	0.236383	1001_rep0_dom.hs_segr.txt
198547	14	-0.0137086	9969	0.376574	1001_rep0_dom.hs_segr.txt
199158	1	-0.124987	10000	0.068552	1001_rep0_dom.hs_segr.txt
197920	9	-0.0274016	9938	0.0754297	1001_rep0_dom.hs_segr.txt
198788	2	-0.100252	9983	0.0500107	1001_rep0_dom.hs_segr.txt
199003	2	-0.00905469	9993	0.0408245	1001_rep0_dom.hs_segr.txt
198633	2	-0.00617985	9975	0.11494	1001_rep0_dom.hs_segr.txt
197179	4	-0.0966394	9901	0.113767	1001_rep0_dom.hs_segr.txt
198793	6	-0.0440553	9983	0.467805	1001_rep0_dom.hs_segr.txt
198472	6	-0.0157934	9965	0.456915	1001_rep0_dom.hs_segr.txt
198993	1	-0.000667455	9992	0.41151	1001_rep0_dom.hs_segr.txt
198925	1	-0.0274346	9990	0.300808	1001_rep0_dom.hs_segr.txt
199147	1	-0.00877482	9999	0.100319	1001_rep0_dom.hs_segr.txt
197818	11	-0.056742	9932	0.0886711	1001_rep0_dom.hs_segr.txt
171533	32	-0.0411875	8607	0.413235	1001_rep0_dom.hs_segr.txt
155888	72	-0.0160107	7828	0.0430443	1001_rep0_dom.hs_segr.txt
199123	2	-0.0651272	9998	0.458004	1001_rep0_dom.hs_segr.txt
198632	9	-0.0396753	9974	0.402061	1001_rep0_dom.hs_segr.txt
199116	4	-0.0108982	9998	0.489692	1001_rep0_dom.hs_segr.txt
150353	29	-0.0484848	7546	0.040808	1001_rep0_dom.hs_segr.txt
156009	71	-0.0445075	7833	0.048574	1001_rep0_dom.hs_segr.txt
198883	2	-0.000724875	9987	0.398485	1001_rep0_dom.hs_segr.txt
198909	5	-0.0585448	9989	0.237202	1001_rep0_dom.hs_segr.txt
198510	3	-0.088466	9967	0.111968	1001_rep0_dom.hs_segr.txt
199065	1	-0.0624709	9996	0.0074489	1001_rep0_dom.hs_segr.txt
198903	5	-0.0242167	9988	0.316566	1001_rep0_dom.hs_segr.txt
199149	1	-0.0150045	9999	0.147568	1001_rep0_dom.hs_segr.txt
197825	14	-9.23801e-05	9932	0.0261238	1001_rep0_dom.hs_segr.txt
199018	3	-0.000632778	9994	0.293998	1001_rep0_dom.hs_segr.txt
198778	3	-0.0244111	9982	0.142006	1001_rep0_dom.hs_segr.txt
198500	5	-0.0189281	9967	0.280748	1001_rep0_dom.hs_segr.txt
id	af	s	gen	h	1002_rep0_dom.hs_segr.txt
198158	19	-0.0739782	9947	0.106408	1002_rep0_dom.hs_segr.txt
198056	4	-0.0244697	9942	0.224872	1002_rep0_dom.hs_segr.txt
195581	14	-0.044711	9815	0.154533	1002_rep0_dom.hs_segr.txt
195628	24	-0.0421415	9818	0.160923	1002_rep0_dom.hs_segr.txt
198237	6	-0.0411508	9952	0.16353	1002_rep0_dom.hs_segr.txt
194602	13	-0.0344241	9766	0.183742	1002_rep0_dom.hs_segr.txt
198617	6	-0.00068073	9971	0.483542	1002_rep0_dom.hs_segr.txt
199154	1	-0.0967003	9997	0.0856896	1002_rep0_dom.hs_segr.txt
198648	8	-0.0137338	9973	0.296439	1002_rep0_dom.hs_segr.txt
197827	8	-0.000334746	9930	0.491769	1002_rep0_dom.hs_segr.txt
199037	1	-0.0174817	9992	0.266797	1002_rep0_dom.hs_segr.txt
198032	4	-0.00704175	9940	0.369799	1002_rep0_dom.hs_segr.txt
199164	3	-0.019363	9998	0.254046	1002_rep0_dom.hs_segr.txt
198300	5	-0.000615919	9955	0.485062	1002_rep0_dom.hs_segr.txt
199061	4	-0.0155475	9993	0.281314	1002_rep0_dom.hs_segr.txt
198599	4	-0.093829	9971	0.0878511	1002_rep0_dom.hs_segr.txt
199072	1	-0.00765099	9994	0.361651	1002_rep0_dom.hs_segr.txt
197384	21	-0.0253046	9908	0.220728	1002_rep0_dom.hs_segr.txt
197448	15	-0.0699994	9911	0.111112	1002_rep0_dom.hs_segr.txt
198814	4	-0.022181	9981	0.237074	1002_rep0_dom.hs_segr.txt
199007	2	-0.017823	9991	0.264389	1002_rep0_dom.hs_segr.txt
199086	5	-0.0144878	9995	0.289958	1002_rep0_dom.hs_segr.txt
189270	56	-0.0413467	9500	0.163008	1002_rep0_dom.hs_segr.txt
198847	17	-0.0460499	9983	0.151401	1002_rep0_dom.hs_segr.txt
198670	1	-0.0605595	9974	0.124132	1002_rep0_dom.hs_segr.txt
198851	1	-0.0988509	9983	0.084139	1002_rep0_dom.hs_segr.txt
192471	13	-0.0500775	9662	0.142699	1002_rep0_dom.hs_segr.txt
196471	13	-0.139894	9861	0.0625412	1002_rep0_dom.hs_segr.txt
197851	1	-0.00979566	9931	0.335619	1002_rep0_dom.hs_segr.txt
199065	1	-0.201059	9993	0.0452367	1002_rep0_dom.hs_segr.txt
199130	1	-0.0344361	9997	0.183702	1002_rep0_dom.hs_segr.txt
198612	8	-0.029209	9971	0.203215	1002_rep0_dom.hs_segr.txt
197542	13	-0.0133657	9916	0.299709	1002_rep0_dom.hs_segr.txt
183397	41	-0.0388081	9201	0.170045	1002_rep0_dom.hs_segr.txt
199149	1	-0.00776074	9997	0.360221	1002_rep0_dom.hs_segr.txt
182016	42	-0.045406	9130	0.152891	1002_rep0_dom.hs_segr.txt
197710	14	-0.115948	9924	0.0735577	1002_rep0_dom.hs_segr.txt
198819	18	-0.0381888	9982	0.171854	1002_rep0_dom.hs_segr.txt
183818	42	-0.00696954	9223	0.370789	1002_rep0_dom.hs_segr.txt
199209	1	-0.07622	10000	0.103929	1002_rep0_dom.hs_segr.txt
190766	58	-0.026622	9576	0.214491	1002_rep0_dom.hs_segr.txt
189752	41	-0.00818938	9524	0.354744	1002_rep0_dom.hs_segr.txt
199162	1	-0.0496222	9998	0.143632	1002_rep0_dom.hs_segr.txt
188993	14	-0.0167669	9486	0.271984	1002_rep0_dom.hs_segr.txt
194956	21	-0.10429	9785	0.0804568	1002_rep0_dom.hs_segr.txt
197317	21	-0.0266953	9904	0.214155	1002_rep0_dom.hs_segr.txt
199208	1	-0.0128725	10000	0.304206	1002_rep0_dom.hs_segr.txt
193734	64	-0.00652155	9724	0.377052	1002_rep0_dom.hs_segr.txt
197939	10	-0.048226	9935	0.146572	1002_rep0_dom.hs_segr.txt
197988	8	-0.0191235	9937	0.255601	1002_rep0_dom.hs_segr.txt
196213	22	-0.0062374	9848	0.381135	1002_rep0_dom.hs_segr.txt
189308	64	-0.0237361	9502	0.228644	1002_rep0_dom.hs_segr.txt
173899	8	-0.0546023	8726	0.134044	1002_rep0_dom.hs_segr.txt
197130	8	-0.0170036	9894	0.270244	1002_rep0_dom.hs_segr.txt
198904	8	-0.00803859	9986	0.356651	1002_rep0_dom.hs_segr.txt
199206	1	-0.0435049	10000	0.157468	1002_rep0_dom.hs_segr.txt
190225	8	-0.0257547	9548	0.218557	1002_rep0_dom.hs_segr.txt
199213	1	-0.131543	10000	0.0659878	1002_rep0_dom.hs_segr.txt
198992	9	-0.0762734	9990	0.103871	1002_rep0_dom.hs_segr.txt
193487	9	-0.0120074	9711	0.312428	1002_rep0_dom.hs_segr.txt
199087	4	-0.0259137	9995	0.2178	1002_rep0_dom.hs_segr.txt
194635	12	-0.132594	9768	0.0655335	1002_rep0_dom.hs_segr.txt
199064	2	-0.0561324	9993	0.13135	1002_rep0_dom.hs_segr.txt
199098	1	-0.0802877	9995	0.0997131	1002_rep0_dom.hs_segr.txt
198649	3	-0.00902273	9973	0.344558	1002_rep0_dom.hs_segr.txt
199102	1	-0.0797659	9996	0.100235	1002_rep0_dom.hs_segr.txt
198747	2	-0.0380233	9978	0.172345	1002_rep0_dom.hs_segr.txt
197407	5	-0.0269781	9909	0.212865	1002_rep0_dom.hs_segr.txt
194649	51	-0.053401	9769	0.136238	1002_rep0_dom.hs_segr.txt
197611	51	-0.0388285	9919	0.169986	1002_rep0_dom.hs_segr.txt
